,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
20070629,0.35,0.34,0.5,0.37,0.52,0.61
20070702,0.85,0.98,0.93,0.73,0.79,0.94
20070703,0.27,0.26,0.34,0.36,0.53,0.44
20070704,0.18,0.12,0.31,0.24,0.24,0.17
20070705,0.05,0.04,-0.03,-0.35,-0.16,-0.12
20070706,0.26,0.2,0.34,0.51,0.33,0.51
20070709,0.49,0.45,0.45,0.33,0.24,0.49
20070710,-0.26,-0.21,-0.09,-0.76,-0.63,-0.52
20070711,-0.16,-0.22,-0.21,-0.16,-0.08,0.02
20070712,0.97,0.83,0.72,1.2,1.5,1.43
20070713,0.27,0.26,0.37,0.54,0.51,0.46
20070716,-0.27,-0.27,-0.16,-0.14,0.01,-0.24
20070717,0.02,0.08,-0.08,-0.12,-0.1,-0.19
20070718,-0.41,-0.39,-0.41,-0.57,-0.68,-0.27
20070719,0.59,0.54,0.38,0.67,0.5,0.77
20070720,-0.4,-0.42,-0.26,-0.54,-0.76,-0.64
20070723,-0.09,-0.14,-0.33,0.14,0.28,0.25
20070724,-0.89,-0.8,-0.62,-1.23,-1.17,-1.35
20070725,-0.59,-0.73,-0.98,-0.68,-0.72,-0.42
20070726,-1.62,-1.38,-1.78,-2.09,-1.95,-2.29
20070727,-1.9,-1.75,-1.95,-1.68,-1.44,-1.76
20070730,0.49,0.63,0.62,0.54,0.57,0.74
20070731,0.4,0.44,0.59,0.08,0.36,0.19
20070801,-1.25,-1.01,-1.53,-0.91,-0.7,-0.61
20070802,0.2,0.19,0.17,0.65,0.66,0.47
20070803,-1.12,-0.91,-0.57,-1.23,-1.31,-1.43
20070806,-0.7,-0.35,-0.79,0.33,0.53,0.31
20070807,-0.09,-0.09,0.07,0.52,0.78,0.41
20070808,1.78,0.88,0.82,1.61,1.73,1.53
20070809,-0.76,-0.83,-1.34,-1.99,-2.19,-2.17
20070810,-1.56,-1.19,-1.91,-1.42,-1.56,-1.27
20070813,-0.4,-0.16,0.36,0.51,0.55,0.51
20070814,-1.19,-0.88,-1.01,-1.33,-1.56,-1.28
20070815,-1.84,-1.58,-1.93,-1.67,-1.4,-1.49
20070816,-1.4,-0.9,-1.97,-1.38,-1.31,-1.82
20070817,0.14,-0.24,-0.35,1.34,1.52,1.33
20070820,1.08,1.04,1.18,0.87,0.75,0.95
20070821,0.21,0.32,0.21,0.38,0.25,0.18
20070822,1.1,0.98,1.12,1.42,1.47,1.43
20070823,0.33,0.43,0.99,0.45,0.43,0.64
20070824,0.84,0.73,0.78,0.81,0.77,1.2
20070827,0.15,0.05,0.17,-0.25,-0.29,-0.2
20070828,-1.38,-1.16,-1.19,-1.79,-1.81,-1.7
20070829,0.38,0.29,0.23,0.9,0.97,1.22
20070830,0.14,0.19,0.11,0.24,0.13,0.35
20070831,1.33,1.47,1.5,1.38,1.41,1.46
20070903,0.21,0.14,0.27,0.08,0.12,0.05
20070904,0.46,0.2,0.38,0.68,0.5,0.63
20070905,-0.72,-0.78,-0.85,-1.07,-1.11,-0.85
20070906,0.33,0.11,0.01,0.51,0.22,0.68
20070907,-0.43,-0.37,-0.27,-1.11,-1.25,-1.14
20070910,-0.81,-1.05,-1.22,-0.67,-0.61,-0.63
20070911,0.78,0.87,0.9,1.44,1.3,1.42
20070912,0.01,-0.01,0.09,0.29,0.28,0.4
20070913,-0.26,-0.39,-0.48,0.49,0.4,0.47
20070914,-0.03,-0.01,-0.15,-0.06,-0.17,-0.08
20070917,-0.79,-0.84,-0.82,-0.9,-0.89,-0.74
20070918,1.42,1.24,0.94,1.79,2.07,1.94
20070919,1.21,1.39,1.34,1.68,1.71,1.49
20070920,0.18,0.02,0.24,-0.04,-0.17,0.1
20070921,0.12,-0.07,0.04,0.32,0.16,0.41
20070924,-0.02,-0.11,-0.03,-0.08,-0.21,0.12
20070925,-0.08,-0.2,-0.1,0.14,-0.03,-0.22
20070926,0.55,0.52,0.67,0.57,0.52,0.33
20070927,0.89,0.96,1.24,0.94,0.96,0.85
20070928,0.37,0.21,0.45,0.33,0.28,0.42
20071001,0.67,0.65,0.57,0.67,0.82,0.72
20071002,0.36,0.54,0.48,0.38,0.32,-0.33
20071003,-0.48,-0.29,-0.13,-0.51,-0.19,-0.35
20071004,0.31,0.37,0.32,0.17,0.29,0.09
20071005,1.16,1.08,1.09,0.93,0.91,0.93
20071008,-0.32,-0.48,-0.21,-0.36,-0.48,-0.5
20071009,0.76,0.58,0.87,0.77,0.74,0.92
20071010,0.21,0.26,0.16,0.15,0.04,0.27
20071011,0.07,0.12,0.49,0.34,0.19,0.43
20071012,0.16,-0.03,-0.11,0.13,-0.13,0.26
20071015,-0.36,-0.33,-0.17,-0.56,-0.76,-0.41
20071016,-0.96,-0.95,-1.06,-1.1,-1.13,-0.67
20071017,0.17,0.18,0.14,0.49,0.49,0.27
20071018,0.54,0.73,0.77,-0.1,0.14,0.45
20071019,-1.25,-1.11,-0.87,-1.32,-1.36,-1.57
20071022,-0.91,-0.98,-1.27,-0.95,-0.91,-1.16
20071023,1.31,1.04,1.24,1.12,1.24,1.19
20071024,-0.34,-0.26,-0.11,-0.39,-0.48,-0.11
20071025,0.08,0.1,0.23,0.35,0.41,0.66
20071026,1.04,1.07,0.93,1.38,1.27,1.41
20071029,0.64,0.4,0.72,0.9,0.84,1.05
20071030,-0.29,-0.28,-0.18,-0.35,-0.36,-0.73
20071031,1.21,1.11,1.26,0.98,1.32,1.13
20071101,-1.51,-1.65,-1.39,-1.86,-1.86,-1.5
20071102,0.01,-0.24,0.01,-0.41,-0.42,0.17
20071105,-1.06,-1.13,-1.28,-1.1,-0.76,-0.78
20071106,1.01,0.96,0.7,1.02,1.03,1.2
20071107,-1.31,-1.16,-1.07,-1.51,-1.43,-1.11
20071108,-0.57,-0.19,-0.52,-0.52,-0.41,-0.31
20071109,-0.9,-0.63,-0.94,-1.16,-1.26,-1.43
20071112,-1.97,-1.62,-2.03,-1.52,-1.17,-1.86
20071113,0.88,0.78,0.81,1.85,1.59,1.17
20071114,0.44,0.46,0.75,0.22,0.4,0.47
20071115,-1.13,-1.04,-1.21,-1.25,-1.31,-1.13
20071116,-0.48,-0.68,-0.72,-0.52,-0.18,0.16
20071119,-1.81,-1.86,-2.06,-1.91,-1.66,-1.5
20071120,0.06,0.22,0.27,0.66,0.96,1.46
20071121,-1.6,-1.51,-1.92,-2,-1.93,-1.57
20071122,-0.28,-0.27,-0.4,0.1,0.2,0.13
20071123,1.16,1.11,1.21,1.42,1.49,1.05
20071126,-0.41,-0.15,0.1,-0.53,-0.63,-0.54
20071127,-0.29,-0.27,-0.48,0.19,0.44,-0.16
20071128,1.58,1.41,1.47,2.28,2.42,2.11
20071129,0.14,0.12,0.15,0.44,0.18,0.33
20071130,0.3,0.24,0.49,0.79,0.6,0.39
20071203,-0.2,-0.12,0.08,-0.04,-0.3,-0.26
20071204,-0.75,-0.6,-0.91,-0.73,-0.64,-0.51
20071205,0.4,0.3,-0.07,0.66,0.96,0.94
20071206,1.28,1.18,0.91,0.95,1.03,0.91
20071207,0.2,0.11,0.27,0.15,0.4,0.22
20071210,0.36,0.21,0.41,0.6,0.75,0.59
20071211,-1.01,-0.81,-0.52,-1.01,-1.27,-1.14
20071212,0.04,-0.01,0.21,-0.02,0.02,0.41
20071213,-1.13,-1.26,-1.63,-1.54,-1.42,-1.13
20071214,-1.6,-1.64,-1.72,-1.14,-1.24,-1.24
20071217,-2.1,-2.04,-2.27,-1.97,-1.64,-1.63
20071218,0.33,0.54,0.25,0.04,0.08,0.21
20071219,-0.2,-0.29,-0.3,-0.34,-0.36,-0.32
20071220,0.25,0.11,-0.12,0.23,0.17,0.37
20071221,1.43,1.23,1.25,1.53,1.59,1.5
20071224,0.55,0.57,0.63,0.53,0.54,0.44
20071225,0.09,0.18,0.2,0.22,0.16,0.18
20071226,0.69,0.64,0.75,0.43,0.3,0.36
20071227,-0.38,-0.35,-0.07,-0.1,-0.23,-0.09
20071228,0.25,0.27,0.5,0.29,0.32,0.37
20071231,-0.11,-0.2,-0.28,-0.35,-0.59,-0.75
20080101,0.05,0.02,0.04,0.03,0.03,0.03
20080102,0.12,0.12,0.24,-0.41,-0.51,-0.36
20080103,-0.34,-0.52,-0.53,-0.18,-0.16,0.04
20080104,-2.2,-2.05,-2.26,-2.08,-2.17,-2.2
20080107,-0.88,-0.91,-1.35,-0.77,-0.55,-0.44
20080108,-0.71,-0.75,-0.51,-0.82,-0.33,-0.22
20080109,-0.61,-0.47,-1.01,-0.43,-0.04,-0.06
20080110,0.35,0.12,-0.2,0.65,0.17,0.13
20080111,-1.45,-1.47,-1.76,-0.87,-0.97,-1.31
20080114,0.67,0.65,0.72,0.78,1,0.86
20080115,-2.18,-2.34,-2.81,-2.31,-2.61,-2.46
20080116,-1.87,-2.11,-2.72,-1.47,-1.72,-1.65
20080117,-0.43,-0.23,-0.01,-1.01,-1.41,-1.22
20080118,-0.62,-0.5,-0.41,-1.14,-0.66,-0.22
20080121,-2.81,-2.71,-3.32,-3.31,-3.35,-3.07
20080122,-1.61,-1.27,-1.33,0.23,0.46,-0.57
20080123,1.25,1.42,1.28,0.75,0.29,-0.14
20080124,1.94,1.79,2.5,2.9,3.02,3.28
20080125,0.95,1.2,1.54,0.17,-0.28,0.21
20080128,0.11,-0.03,0.04,0.33,0.23,0.19
20080129,0.88,1.19,1.26,1.61,1.24,0.79
20080130,-0.21,-0.16,-0.2,-0.33,-0.23,-0.49
20080131,1.14,1.34,0.86,0.69,0.97,1
20080201,1.14,1.01,1.43,1.5,1.26,1.15
20080204,0.62,0.47,0.97,0.08,-0.1,0.16
20080205,-2.19,-2.01,-2.34,-3.13,-3.34,-3.01
20080206,-1.15,-1.26,-1.28,-0.8,-0.6,-0.83
20080207,-0.24,-0.17,-0.63,-0.64,-0.69,-0.57
20080208,-0.04,-0.26,-0.03,-0.24,-0.26,0.14
20080211,0.04,0.04,-0.01,-0.2,-0.19,0.41
20080212,0.4,0.59,0.73,1.31,1.66,1.66
20080213,0.9,0.61,0.47,0.85,0.52,0.59
20080214,0.2,0.46,0.78,0.21,0.04,0.38
20080215,-0.3,-0.19,-0.33,-0.22,-0.59,-0.47
20080218,0.19,0.25,0.59,0.22,0.6,0.55
20080219,0.52,0.78,0.78,0.25,0.39,0.72
20080220,-0.41,-0.49,-0.57,-0.79,-0.4,-0.57
20080221,0.56,0.51,0.8,0.42,0.4,0.11
20080222,-0.05,-0.2,-0.1,-0.11,-0.08,-0.04
20080225,1.19,1.12,1.17,1.34,1.51,1.55
20080226,0.89,1.03,1.26,1.47,1.53,1.44
20080227,0.77,0.62,0.74,0.45,0.44,0.34
20080228,-0.23,-0.05,-0.07,-0.75,-0.95,-0.44
20080229,-1.12,-1.26,-1.25,-1.8,-1.99,-1.89
20080303,-1.14,-1.13,-1.34,-1.29,-1.13,-0.59
20080304,-0.67,-0.57,-0.86,-0.7,-0.69,-0.78
20080305,0.36,0.28,0.5,1.16,0.93,1.16
20080306,-0.36,-0.15,-0.06,-0.75,-0.99,-0.65
20080307,-1.18,-1.27,-1.62,-1.42,-1.26,-1.52
20080310,-1.84,-1.75,-2.07,-1.71,-1.48,-1.38
20080311,1.28,1.31,1.12,2.04,2.22,1.87
20080312,0.99,1.16,1.41,1.21,1.12,0.89
20080313,0.27,0.16,-0.03,-0.51,-0.27,-0.04
20080314,-1.13,-1.07,-0.98,-1.23,-1.57,-1.13
20080317,-2.05,-1.6,-2.09,-1.96,-2.6,-2.09
20080318,0.92,0.89,0.88,2.39,2.91,2.28
20080319,-0.68,-0.35,-0.5,-0.78,-0.92,-1.53
20080320,-0.3,-0.09,-0.5,0.4,0.47,-0.29
20080321,0.43,0.47,0.42,0.07,0.17,0.18
20080324,0.93,0.78,0.86,0.73,0.81,0.7
20080325,1.9,1.81,2.27,2.32,2.53,1.99
20080326,0.72,0.82,1.12,0.1,-0.06,0.63
20080327,-0.14,-0.3,-0.17,-0.12,-0.38,-0.33
20080328,-0.12,0.02,0.14,-0.1,-0.39,-0.35
20080331,-0.14,-0.07,0.1,-0.27,-0.24,0
20080401,0.67,0.75,0.69,2.12,2.42,1.73
20080402,0.8,0.95,1.04,1.16,1.18,1.05
20080403,0.07,0.08,0.14,0.06,-0.12,0.39
20080404,0.3,0.22,0.22,0.41,0.31,0.57
20080407,0.14,0.23,0.48,0.48,0.31,0.39
20080408,-0.6,-0.6,-0.53,-0.97,-0.82,-0.58
20080409,-0.61,-0.6,-0.52,-0.53,-0.7,-0.1
20080410,-0.21,-0.35,-0.59,-0.19,-0.28,0.05
20080411,-0.5,-0.24,-0.17,-0.85,-1.1,-0.76
20080414,-0.67,-0.65,-0.64,-1,-0.87,-0.36
20080415,0.4,0.21,0.26,0.15,0.3,0.53
20080416,1.91,1.91,1.94,2.16,2.41,2.21
20080417,-0.25,-0.29,-0.27,0.03,-0.13,-0.27
20080418,0.39,0.51,0.67,1.03,1.58,0.99
20080421,0.2,0.28,0.55,0,0.15,0.61
20080422,-0.62,-0.56,-0.35,-0.45,-0.75,-0.2
20080423,-0.13,-0.14,-0.2,0.03,-0.12,0.21
20080424,-0.27,-0.3,-0.7,-0.25,-0.08,-0.85
20080425,0.46,0.65,0.57,0.86,1.04,0.7
20080428,0.7,0.73,1.01,0.41,0.63,0.34
20080429,-0.67,-0.62,-0.79,-0.46,-0.98,-0.68
20080430,0.53,0.5,0.58,0.62,0.23,0.22
20080501,-0.02,-0.03,-0.39,0.4,0.38,-0.17
20080502,0.25,0.45,0.75,0.88,1.05,0.9
20080505,0.44,0.37,0.68,-0.2,0.02,0.3
20080506,0.51,0.48,0.47,0.34,0.26,0.55
20080507,-0.69,-0.51,-0.16,-0.69,-0.79,-0.68
20080508,0.45,0.54,0.55,0.15,-0.06,0.47
20080509,0,-0.12,-0.15,-0.58,-0.71,-0.38
20080512,0.69,0.72,0.53,0.54,0.72,0.75
20080513,-0.01,-0.09,-0.06,-0.14,-0.19,0.04
20080514,0.27,0.28,0.28,0.58,0.39,0.65
20080515,0.87,0.83,0.61,0.78,0.89,0.71
20080516,0.6,0.37,0.8,0.63,0.55,1.11
20080519,0.08,0.06,0.26,0.27,0.24,0.55
20080520,0.04,0.08,0.13,-1,-0.82,-0.45
20080521,-0.17,-0.27,-0.21,-0.89,-0.96,-0.51
20080522,-0.05,-0.08,-0.11,0.14,0.09,-0.04
20080523,-0.27,-0.43,-0.5,-0.86,-1.11,-1.1
20080526,-0.42,-0.62,-0.57,-0.26,-0.31,-0.31
20080527,0.08,0.18,-0.26,0.14,0.15,-0.31
20080528,-0.14,-0.14,0.1,0.34,0.29,0.37
20080529,0.26,0.42,-0.05,0.27,0.39,-0.01
20080530,0.77,0.66,0.65,0.7,0.72,0.4
20080602,-0.21,-0.23,-0.14,-0.74,-0.64,-0.51
20080603,-0.67,-0.76,-0.72,-0.38,-0.51,-0.56
20080604,0.23,0.19,-0.18,-0.27,-0.05,-0.5
20080605,0.97,1.2,0.94,0.88,1.07,1.24
20080606,-0.51,-0.76,-0.29,-1.31,-1.57,-0.97
20080609,-1.48,-1.31,-1.48,-1.33,-1.12,-0.31
20080610,-1.32,-1.43,-1.76,-1.4,-1.06,-1.41
20080611,-0.69,-0.53,-0.46,-1.19,-1.16,-0.63
20080612,-0.63,-0.69,-0.84,-0.4,-0.27,-0.58
20080613,0.31,0.37,0.36,0.74,0.73,0.61
20080616,0.77,0.87,0.69,0.62,0.55,0.5
20080617,0.26,0.3,0.62,-0.03,0.11,0.39
20080618,-0.32,-0.38,-0.24,-0.87,-0.84,-0.61
20080619,-0.31,-0.48,-0.61,-0.38,-0.57,-0.53
20080620,-0.74,-0.58,-0.73,-1.34,-1.4,-1.24
20080623,-0.87,-0.8,-0.73,-1.04,-0.64,0.32
20080624,-0.75,-0.86,-1.02,-0.2,-0.43,-0.69
20080625,0.74,0.75,0.84,1,1.07,0.58
20080626,-0.83,-0.84,-0.71,-1.8,-2.1,-1.47
20080627,-0.43,-0.43,-0.34,-0.52,-0.48,-0.25
20080630,-0.53,-0.44,-0.72,-0.24,-0.06,0.58
20080701,-0.5,-0.6,-0.65,-0.94,-0.51,-0.65
20080702,-1.48,-1.66,-1.61,-0.83,-1.17,-1.27
20080703,-1.47,-1.56,-1.56,-0.75,-0.32,-0.58
20080704,-0.11,0.07,-0.05,-0.56,-0.6,-0.17
20080707,-0.51,-0.29,-0.17,0.05,0.1,-0.01
20080708,-0.13,-0.07,-0.72,0.04,0,-0.71
20080709,-0.27,-0.15,0.21,0.02,0.05,0.02
20080710,-0.02,-0.13,-0.17,-0.51,-0.18,-0.28
20080711,0.25,-0.08,-0.19,-1.34,-0.98,-0.65
20080714,-0.74,-0.65,-0.33,-0.7,-0.19,-0.04
20080715,-0.6,-0.71,-0.8,-1.79,-1.37,-1.29
20080716,0.79,0.95,0.47,1.83,1.22,0.37
20080717,1.17,1.42,1.56,2.38,1.54,0.86
20080718,-0.43,-0.1,0.03,0.81,0.3,-0.08
20080721,0.97,1.04,1.17,0.74,0.6,1.07
20080722,0.49,0.8,0.27,0.39,0.2,-0.11
20080723,0.41,0.72,0.87,1.27,1,-0.18
20080724,-0.69,-0.74,-0.8,-1.56,-1.39,-1.36
20080725,-0.2,-0.42,-0.62,-0.67,-0.16,0.04
20080728,-0.9,-0.79,-0.51,-1.39,-1.2,-0.44
20080729,0.11,0.11,-0.16,0.64,0.51,0.11
20080730,0.91,0.98,1.18,1.55,1.58,1.65
20080731,0.2,-0.1,-0.33,0.02,-0.56,-0.52
20080801,-0.46,-0.48,-0.84,-0.81,-1.07,-1.41
20080804,-1.12,-1.22,-1.42,-1.18,-0.89,-1.27
20080805,0.25,0.79,0.57,1.8,1.88,0.67
20080806,0.64,0.66,0.95,0.29,0.55,1.04
20080807,-1.22,-0.87,-0.76,-1.51,-1.2,-0.81
20080808,0.19,0.34,-0.24,0.38,0.52,-0.1
20080811,0.76,1.07,0.7,0.73,0.67,0.36
20080812,-0.68,-0.52,-0.69,-1.02,-0.59,-0.45
20080813,-0.64,-0.64,-0.94,-1.73,-1,-0.57
20080814,-0.02,0.02,0.03,0.34,-0.09,0.22
20080815,-0.09,0.09,0.03,0.12,0.07,-0.52
20080818,-0.49,-0.46,-0.32,-0.88,-0.61,-0.26
20080819,-1.37,-1.36,-1.22,-1.9,-1.44,-0.73
20080820,-0.03,0,0.21,0.13,0.32,0.78
20080821,0.29,0.05,0.39,0.04,0.19,0.83
20080822,0.18,0.17,0.21,0.91,0.62,0.25
20080825,-0.64,-0.51,-0.27,-0.84,-0.92,-0.82
20080826,-0.35,-0.29,-0.46,-0.28,-0.19,-0.06
20080827,0.55,0.49,0.66,0.72,0.58,0.8
20080828,0.98,0.93,0.91,1.72,1.26,0.64
20080829,0.29,0.35,0.53,0.14,-0.18,-0.25
20080901,-0.49,-0.52,-0.65,-0.45,-0.34,-0.66
20080902,-0.76,-0.41,-0.4,0.04,-0.36,-1.19
20080903,0.02,0,-0.3,-0.65,-0.54,-0.97
20080904,-2.22,-2.21,-2.26,-3.36,-2.98,-2.74
20080905,-0.91,-1.02,-1.17,-0.75,-0.93,-1.15
20080908,1.11,1.34,1.37,2.65,2.08,1.3
20080909,-1.99,-1.75,-1.93,-2.31,-1.97,-2.61
20080910,-0.5,-0.39,-0.56,-0.92,-0.47,0.07
20080911,-0.62,-0.47,-0.39,-0.33,0.22,0.64
20080912,1.04,0.89,1.32,1.64,1.21,1.83
20080915,-2.08,-1.71,-1.83,-3.69,-3.04,-2.84
20080916,-1.02,-0.79,-1.61,-1.55,-1,-1.03
20080917,-1.77,-1.64,-1.45,-2.97,-2.5,-2.14
20080918,2.23,1.79,1,1.77,1.31,1.38
20080919,3.31,3.4,3.73,8.39,5.63,4.63
20080922,-0.75,-0.8,0.03,-1.89,-1.41,-0.14
20080923,-1.53,-1.6,-2.02,-2.04,-1.92,-1.71
20080924,-0.76,-1.08,-0.78,-0.45,-0.37,-0.47
20080925,0.27,0.17,0.12,1.5,1.46,1.24
20080926,-0.85,-0.83,-1.2,-1.1,-0.63,-0.94
20080929,-4.58,-4.37,-4.45,-7.6,-6.42,-6.29
20080930,-0.5,-0.56,-1.2,1.57,1.6,1.06
20081001,-0.24,-0.48,-0.65,1,-0.09,-0.6
20081002,-3.19,-3.11,-3.36,-3.44,-3.6,-3.51
20081003,-1.71,-1.84,-1.92,-0.56,-0.33,-0.26
20081006,-5.02,-4.87,-5.89,-6.29,-5.69,-5.67
20081007,-3.68,-3.46,-2.91,-3.91,-3.03,-2.3
20081008,-3.95,-4.12,-4.8,-4.09,-3.42,-3.31
20081009,-3.63,-3.09,-2.38,-3.95,-4.38,-4.31
20081010,-2.64,-2.7,-3.89,-5.33,-4.82,-5.82
20081013,5.43,5.54,5.8,8.87,9.19,10.55
20081014,2.54,2.37,3.18,3.67,2.4,1.8
20081015,-4.5,-4.86,-4.65,-6.78,-6.52,-7.33
20081016,-0.6,-0.67,-1.6,-2.6,-1.28,-0.02
20081017,0.16,-0.38,0.13,1.22,0.97,1.45
20081020,2.07,2.17,2.08,3.43,3.92,4.2
20081021,-1.47,-1.19,-1.08,-1.86,-1.94,-2.41
20081022,-4.11,-4.2,-3.82,-5.91,-5.97,-5.82
20081023,-1.68,-1.74,-2.18,-0.89,-0.06,0.55
20081024,-4.09,-4.25,-5.09,-5.37,-4.61,-4.47
20081027,-4.19,-4.17,-4.34,-5.43,-4.22,-2.52
20081028,3.06,3.2,2.48,5.59,6.08,8.6
20081029,3.62,3.5,4.12,4.67,3.82,2.68
20081030,3.22,3.51,3.69,4,3.09,2.3
20081031,1.96,1.67,1.86,0.79,0.35,0.3
20081103,0.7,0.82,0.7,0.63,0.34,-0.05
20081104,3.04,2.88,3.22,5.23,5.12,4.66
20081105,-1.19,-1,-0.55,-2.35,-2.46,-2.43
20081106,-3.53,-3.71,-4.06,-6.1,-5.65,-5.74
20081107,-0.07,-0.15,-0.21,1.14,1.41,1.86
20081110,0.12,0.09,0.62,-0.12,0.25,0.78
20081111,-2.57,-2.51,-2.82,-4.05,-3.46,-3.57
20081112,-2.82,-2.82,-2.7,-3.93,-3.88,-3.77
20081113,1.66,1.57,0.84,1.75,2.9,3.26
20081114,-2.58,-2.42,-2.14,-1.69,-1.88,-1.89
20081117,-0.56,-0.8,-0.63,-2.4,-1.82,-1.59
20081118,-1.07,-1.02,-1.3,-0.85,-0.22,0.69
20081119,-3.33,-3.67,-3.62,-5.64,-4.51,-3.97
20081120,-3.95,-4.32,-4.1,-5.66,-5.57,-5.43
20081121,1.7,1.69,1.65,2.28,2.57,3.41
20081124,3.53,3.98,3.92,7.39,6.12,6.21
20081125,1.54,1.66,1.98,2.6,1.7,1.28
20081126,1.35,1.26,0.6,1.52,0.81,1.31
20081127,0.71,0.84,1,1.28,1.18,0.83
20081128,0.53,0.52,0.4,1.49,0.9,0.09
20081201,-4.78,-4.59,-3.8,-6.63,-6.13,-6.26
20081202,0.96,0.97,0.5,1.22,1.79,1.56
20081203,1.27,1.1,0.97,1.65,1.6,1.31
20081204,-0.79,-1.13,-0.9,-1.06,-1.64,-1.72
20081205,0.98,0.9,0.51,0.75,0.31,-0.01
20081208,3.37,3.55,3.61,5.57,5.21,5.03
20081209,-1.05,-1,-0.87,-0.36,-0.71,-0.58
20081210,1.09,1.54,1.35,1.1,1.14,1.59
20081211,-0.28,-0.53,0.09,-0.71,-0.5,0.17
20081212,0.39,-0.15,-0.59,-1.18,-0.87,-1.16
20081215,0.5,0.44,1.01,0.54,0.71,1.13
20081216,3.07,3.13,2.96,4.05,3.74,3.32
20081217,1.43,1.37,1.58,0.91,0.83,1.1
20081218,-1.72,-1.67,-1.54,-1.85,-1.55,-2.14
20081219,-0.65,-0.56,-0.59,-0.7,-0.75,-0.97
20081222,-0.82,-1,-1.26,-1.59,-1.37,-1.36
20081223,-0.61,-0.68,-0.57,-0.6,-0.45,-0.67
20081224,0.18,0.08,0.23,0.08,0.07,0.1
20081225,0.26,0.24,0.15,0.22,0.18,0.1
20081226,0.57,0.6,0.36,0.27,0.33,0.31
20081229,-0.07,0.02,0.42,0.68,0.28,0.36
20081230,2.32,2.18,2.25,2.2,2.21,2.11
20081231,1.23,1.15,0.96,0.97,0.43,0.76
20090101,0.12,0.13,0.17,0.15,0.14,0.15
20090102,0.84,0.97,1.2,2.08,2.12,2.47
20090105,-0.41,-0.13,0.18,0.29,-0.22,0.23
20090106,1.18,1.27,1.04,1.13,0.75,0.95
20090107,-0.95,-0.83,-0.51,-1.46,-1.04,-1.76
20090108,0.34,-0.01,-0.01,-0.07,-0.15,0.01
20090109,-1.68,-1.84,-1.46,-1.94,-1.89,-1.72
20090112,-1.25,-1.31,-1.54,-2.2,-1.82,-2.13
20090113,-1.19,-1.53,-1.95,-1.69,-1.59,-1.31
20090114,-1.74,-1.9,-1.75,-3.19,-2.87,-2.67
20090115,-0.23,-0.3,-0.26,-1.42,-1.08,-0.35
20090116,1.01,1.07,1.21,1.1,0.95,1.6
20090119,-0.55,-0.66,-0.83,-1.39,-0.91,-0.57
20090120,-3.62,-3.56,-3.4,-4.72,-3.94,-3.28
20090121,1.84,1.59,1.14,2.26,1.97,1.68
20090122,-0.89,-0.76,-0.72,-0.9,-0.9,-1.01
20090123,-0.47,-0.75,-1.04,-0.13,-0.43,-0.24
20090126,0.88,0.82,1.16,1.58,1.61,1.67
20090127,1.28,1.18,0.92,1.22,1.21,1.08
20090128,1.38,1.66,1.64,3.16,2.7,1.73
20090129,-1.65,-2.07,-1.78,-2.37,-2.42,-2.16
20090130,-1.05,-1.35,-1.2,-1.48,-2.01,-1.55
20090202,-0.1,-0.37,-0.62,-1.66,-1.03,-1.01
20090203,0.32,0.63,0.92,1.16,1.72,2.12
20090204,-0.09,0.07,0.1,0.4,0.1,0.51
20090205,-0.28,0.03,-0.17,0.18,0.12,0.78
20090206,1.69,1.93,1.91,2.62,2.54,2.34
20090209,-0.36,-0.24,0.19,0.48,0.46,0.3
20090210,-2.11,-2.18,-2.01,-3.49,-3.37,-3.4
20090211,0.28,-0.04,-0.3,0.5,0.17,0.04
20090212,-0.66,-0.46,-0.38,-1.12,-0.81,-0.74
20090213,0.12,0.1,0.21,-0.49,-0.36,0
20090216,0.06,-0.2,-0.22,-0.62,-0.63,-0.47
20090217,-2.97,-3.05,-3.1,-4.21,-4.27,-3.71
20090218,-1.17,-1.3,-1.31,-1.06,-0.66,-0.55
20090219,-0.68,-0.33,-0.04,-0.62,-0.16,0.29
20090220,-0.98,-1.01,-1.07,-1.8,-1.52,-1.46
20090223,-2.45,-2.47,-2.26,-2.28,-2.63,-2.6
20090224,0.58,0.74,0.33,1.68,1.47,1.55
20090225,-1.13,-0.88,-0.83,-0.81,-0.63,-1.06
20090226,-0.62,-0.49,-0.49,0.56,-0.16,-0.26
20090227,-0.21,-0.31,-0.34,-1.8,-1.53,-0.99
20090302,-3.44,-3.5,-3.32,-5.29,-4.62,-4.62
20090303,-1.55,-1.59,-1.43,-1.35,-1.21,-0.98
20090304,1.77,2.06,2.07,2.69,2.48,3.04
20090305,-2.01,-2.37,-1.94,-3.43,-3.33,-2.92
20090306,-0.51,-0.61,-0.77,-1.34,-0.69,-0.05
20090309,-1.85,-1.74,-1.85,-1.53,-1.27,-0.95
20090310,2.62,2.75,2.54,5.67,5.11,4.19
20090311,1.09,1.26,1.46,1.65,1.64,0.81
20090312,1.99,1.81,1.54,2.31,2.28,1.45
20090313,0.98,0.87,1.15,1.27,1.12,0.96
20090316,0.5,0.68,1.13,1.29,1.11,0.82
20090317,1.83,1.8,1.39,2.01,1.76,1.72
20090318,3.03,2.84,2.88,3.68,2.62,1.75
20090319,0.9,0.67,1.1,0.54,0.17,0.91
